h,r,t
1246,2,15206
1641,2,15206
2341,2,15206
1988,2,15206
21,2,15206
1415,2,15206
2746,2,15206
2362,2,15208
2392,2,15208
150,2,15208
426,2,15208
1988,2,15208
2023,2,15208
2535,2,15208
1906,2,15208
2743,2,15208
1241,2,15208
440,2,15208
2745,2,15208
1424,2,15212
2290,2,15212
211,2,15212
2373,2,15212
223,2,15212
2047,2,15215
220,2,15215
2212,2,15215
1753,2,15215
2196,2,15215
1272,2,15218
2288,2,15218
1215,2,15218
1970,2,15218
1989,2,15218
2366,2,15218
237,2,15218
1894,2,15218
1408,2,15218
252,2,15218
2741,2,15218
1432,2,15218
1323,2,15219
2392,2,15219
1889,2,15219
1988,2,15219
277,2,15219
1943,2,15219
1889,2,15222
150,2,15222
426,2,15222
1241,2,15222
440,2,15222
150,2,15223
426,2,15223
2338,2,15223
1241,2,15223
440,2,15223
1354,2,15236
2107,2,15236
1861,2,15236
1903,2,15236
1355,2,15236
1959,2,15246
1506,2,15246
1424,2,15246
2290,2,15246
211,2,15246
2373,2,15246
223,2,15246
1505,2,15246
1930,2,15251
1892,2,15251
1811,2,15251
1470,2,15251
2322,2,15251
1378,2,15252
1377,2,15252
1809,2,15252
1350,2,15252
1445,2,15252
2585,2,15252
1443,2,15253
1861,2,15253
1382,2,15253
2523,2,15253
2017,2,15253
1445,2,15253
2348,2,15256
2005,2,15256
1339,2,15256
1187,2,15256
2015,2,15256
1312,2,15256
1163,2,15258
2016,2,15258
2348,2,15258
1187,2,15258
2182,2,15258
258,2,15258
2026,2,15270
1960,2,15270
1949,2,15270
2192,2,15270
2297,2,15270
244,2,15270
1424,2,15275
2290,2,15275
211,2,15275
2373,2,15275
223,2,15275
1420,2,15278
1812,2,15278
1274,2,15278
1933,2,15278
239,2,15278
1165,2,15278
2038,2,15278
242,2,15282
2553,2,15282
1283,2,15282
241,2,15282
1289,2,15282
1377,2,15286
1809,2,15286
1350,2,15286
1445,2,15286
2585,2,15286
2362,2,15290
1795,2,15290
1246,2,15290
2614,2,15290
2807,2,15290
2616,2,15290
213,2,15290
2554,2,15290
1641,2,15290
2639,2,15290
2343,2,15290
1703,2,15290
256,2,15290
2179,2,15290
1349,2,15290
2341,2,15290
2462,2,15290
2089,2,15290
1889,2,15290
1858,2,15290
2396,2,15290
2337,2,15290
1561,2,15290
2213,2,15290
1758,2,15290
150,2,15290
426,2,15290
2338,2,15290
1171,2,15290
2339,2,15290
1988,2,15290
2119,2,15290
2712,2,15290
2023,2,15290
1464,2,15290
1357,2,15290
2709,2,15290
1700,2,15290
291,2,15290
2319,2,15290
2059,2,15290
21,2,15290
1558,2,15290
357,2,15290
1422,2,15290
277,2,15290
2743,2,15290
1805,2,15290
1896,2,15290
1305,2,15290
1932,2,15290
1348,2,15290
2745,2,15290
1943,2,15290
1846,2,15290
1670,2,15290
1894,2,15290
2452,2,15290
1246,2,15291
1641,2,15291
1703,2,15291
2089,2,15291
1889,2,15291
1858,2,15291
2337,2,15291
1805,2,15291
2745,2,15291
1407,2,15293
2026,2,15293
1960,2,15293
1949,2,15293
2579,2,15293
1363,2,15301
1377,2,15301
2086,2,15301
2078,2,15301
2738,2,15301
2533,2,15301
2120,2,15301
2089,2,15311
2213,2,15311
291,2,15311
2319,2,15311
2452,2,15311
1323,2,15312
2341,2,15312
1889,2,15312
150,2,15312
426,2,15312
2338,2,15312
21,2,15312
2743,2,15312
1241,2,15312
440,2,15312
1794,2,15312
2711,2,15312
2425,2,15314
2190,2,15314
243,2,15314
2758,2,15314
2634,2,15314
2362,2,15316
1795,2,15316
1246,2,15316
2614,2,15316
2807,2,15316
2616,2,15316
213,2,15316
2554,2,15316
1641,2,15316
2639,2,15316
2343,2,15316
1703,2,15316
212,2,15316
256,2,15316
2179,2,15316
1349,2,15316
1789,2,15316
1323,2,15316
2392,2,15316
2400,2,15316
2341,2,15316
2089,2,15316
1889,2,15316
1858,2,15316
2396,2,15316
2337,2,15316
1555,2,15316
1561,2,15316
2213,2,15316
1758,2,15316
1646,2,15316
150,2,15316
426,2,15316
2338,2,15316
1171,2,15316
2339,2,15316
1988,2,15316
2119,2,15316
2712,2,15316
2023,2,15316
1464,2,15316
2535,2,15316
1357,2,15316
2709,2,15316
1700,2,15316
291,2,15316
2319,2,15316
2059,2,15316
21,2,15316
1558,2,15316
357,2,15316
1422,2,15316
277,2,15316
2743,2,15316
1449,2,15316
1259,2,15316
1805,2,15316
2198,2,15316
1305,2,15316
1932,2,15316
1241,2,15316
440,2,15316
1415,2,15316
2746,2,15316
1348,2,15316
2378,2,15316
2745,2,15316
1943,2,15316
1846,2,15316
1670,2,15316
1433,2,15316
1679,2,15316
2387,2,15316
1794,2,15316
2711,2,15316
2547,2,15316
1894,2,15316
2452,2,15316
1910,2,15316
1930,2,15320
2351,2,15320
1892,2,15320
1811,2,15320
2322,2,15320
2614,2,15322
2807,2,15322
2616,2,15322
213,2,15322
212,2,15322
1646,2,15322
1932,2,15322
1381,2,15327
1570,2,15327
2500,2,15327
1424,2,15327
2290,2,15327
211,2,15327
2199,2,15327
2373,2,15327
223,2,15327
2294,2,15327
1378,2,15328
1377,2,15328
1809,2,15328
1350,2,15328
1445,2,15328
1354,2,15334
2208,2,15334
1158,2,15334
2664,2,15334
2286,2,15334
249,2,15334
2097,2,15334
2107,2,15334
2289,2,15334
276,2,15334
1861,2,15334
1908,2,15334
2663,2,15334
2008,2,15334
1864,2,15334
1899,2,15334
2739,2,15334
1903,2,15334
2451,2,15334
1355,2,15334
300,2,15334
1792,2,15334
1795,2,15335
1246,2,15335
1789,2,15335
2023,2,15335
277,2,15335
1348,2,15335
1943,2,15335
1163,2,15338
2016,2,15338
2005,2,15338
1825,2,15338
2182,2,15338
258,2,15338
1783,2,15338
2208,2,15339
1158,2,15339
2633,2,15339
2212,2,15339
1816,2,15339
1159,2,15342
2255,2,15342
1173,2,15342
236,2,15342
1503,2,15342
2439,2,15342
1953,2,15342
2473,2,15342
1351,2,15344
2500,2,15344
2894,2,15344
2373,2,15344
223,2,15344
2294,2,15344
1858,2,15347
1646,2,15347
150,2,15347
426,2,15347
1241,2,15347
440,2,15347
2026,2,15351
1960,2,15351
2578,2,15351
2297,2,15351
244,2,15351
2392,2,15354
2089,2,15354
2337,2,15354
1561,2,15354
150,2,15354
426,2,15354
2338,2,15354
2208,2,15355
1158,2,15355
1986,2,15355
2633,2,15355
1753,2,15355
2193,2,15355
2208,2,15356
1158,2,15356
1986,2,15356
2633,2,15356
2193,2,15356
1589,2,15361
2101,2,15361
1716,2,15361
1779,2,15361
1770,2,15361
2238,2,15368
2212,2,15368
1753,2,15368
2196,2,15368
2193,2,15368
2362,2,15370
2462,2,15370
2535,2,15370
2743,2,15370
2198,2,15370
2614,2,15371
2807,2,15371
2616,2,15371
213,2,15371
291,2,15371
2319,2,15371
2639,2,15373
2343,2,15373
2400,2,15373
2396,2,15373
2743,2,15373
2198,2,15373
1407,2,15383
2026,2,15383
1960,2,15383
2578,2,15383
1633,2,15383
1949,2,15383
1586,2,15383
2297,2,15383
244,2,15383
2029,2,15386
2250,2,15386
251,2,15386
272,2,15386
1500,2,15386
1363,2,15387
1377,2,15387
1913,2,15387
2086,2,15387
2078,2,15387
2738,2,15387
2121,2,15387
2614,2,15396
2807,2,15396
2616,2,15396
213,2,15396
1641,2,15396
150,2,15396
426,2,15396
2059,2,15396
1241,2,15396
440,2,15396
1943,2,15396
2614,2,15397
2807,2,15397
2616,2,15397
213,2,15397
2392,2,15397
2462,2,15397
1889,2,15397
150,2,15397
426,2,15397
2059,2,15397
2198,2,15397
1241,2,15397
440,2,15397
1943,2,15397
1997,2,15398
1191,2,15398
1427,2,15398
1521,2,15398
1324,2,15398
1351,2,15399
2007,2,15399
2500,2,15399
1424,2,15399
2894,2,15399
2294,2,15399
1930,2,15400
2532,2,15400
2351,2,15400
1892,2,15400
2322,2,15400
256,2,15401
2179,2,15401
2089,2,15401
2337,2,15401
1558,2,15401
357,2,15401
277,2,15401
1415,2,15401
2746,2,15401
1433,2,15401
1894,2,15401
1930,2,15405
2351,2,15405
1892,2,15405
1811,2,15405
1470,2,15405
2322,2,15405
1163,2,15407
2016,2,15407
2182,2,15407
258,2,15407
1783,2,15407
1354,2,15408
2208,2,15408
1158,2,15408
2664,2,15408
2286,2,15408
249,2,15408
2097,2,15408
2107,2,15408
2289,2,15408
276,2,15408
1861,2,15408
2663,2,15408
2008,2,15408
1899,2,15408
2739,2,15408
1903,2,15408
2451,2,15408
1355,2,15408
1792,2,15408
1246,2,15410
2614,2,15410
2807,2,15410
2616,2,15410
213,2,15410
2639,2,15410
2343,2,15410
1889,2,15410
1858,2,15410
2396,2,15410
150,2,15410
426,2,15410
2338,2,15410
291,2,15410
2319,2,15410
1943,2,15410
1910,2,15410
199,2,15416
2292,2,15416
2295,2,15416
200,2,15416
1273,2,15416
2149,2,15416
1968,2,15416
2494,2,15416
1704,2,15416
1368,2,15416
1570,2,15416
2399,2,15416
2817,2,15416
2141,2,15416
352,2,15416
2497,2,15416
1218,2,15416
2068,2,15416
1396,2,15416
2036,2,15416
1536,2,15416
1731,2,15416
1282,2,15416
1625,2,15416
1162,2,15416
2340,2,15416
2224,2,15416
2137,2,15416
1263,2,15417
1571,2,15417
2383,2,15417
1506,2,15417
1403,2,15417
2316,2,15417
1420,2,15417
1812,2,15417
1274,2,15417
1933,2,15417
239,2,15417
1165,2,15417
2038,2,15417
1505,2,15417
2613,2,15419
1812,2,15419
1274,2,15419
1933,2,15419
2669,2,15419
1221,2,15419
2360,2,15419
1883,2,15423
1630,2,15423
2552,2,15423
2635,2,15423
1948,2,15423
2716,2,15423
207,2,15425
2024,2,15425
2117,2,15425
2048,2,15425
2769,2,15425
2014,2,15425
2614,2,15429
2807,2,15429
2616,2,15429
212,2,15429
1789,2,15429
2392,2,15429
1889,2,15429
1555,2,15429
2213,2,15429
1700,2,15429
1415,2,15429
2746,2,15429
1571,2,15431
1506,2,15431
2316,2,15431
1420,2,15431
1274,2,15431
239,2,15431
1165,2,15431
2038,2,15431
199,2,15432
2292,2,15432
1968,2,15432
2817,2,15432
2141,2,15432
352,2,15432
1218,2,15432
2068,2,15432
1396,2,15432
2036,2,15432
1428,2,15432
1202,2,15432
2392,2,15433
2341,2,15433
1988,2,15433
21,2,15433
1670,2,15433
1743,2,15435
1205,2,15435
335,2,15435
2029,2,15435
1821,2,15435
2540,2,15435
1499,2,15435
2362,2,15439
1795,2,15439
1246,2,15439
2614,2,15439
2807,2,15439
2616,2,15439
213,2,15439
2554,2,15439
2639,2,15439
2343,2,15439
212,2,15439
256,2,15439
2179,2,15439
2341,2,15439
2462,2,15439
2089,2,15439
1889,2,15439
2396,2,15439
2337,2,15439
1646,2,15439
150,2,15439
426,2,15439
2338,2,15439
1988,2,15439
2023,2,15439
291,2,15439
2319,2,15439
21,2,15439
277,2,15439
1805,2,15439
1241,2,15439
440,2,15439
1846,2,15439
1679,2,15439
2387,2,15439
2425,2,15444
2190,2,15444
243,2,15444
2758,2,15444
2634,2,15444
2614,2,15450
2807,2,15450
2616,2,15450
212,2,15450
1889,2,15450
2614,2,15454
2807,2,15454
2616,2,15454
2343,2,15454
212,2,15454
1789,2,15454
1323,2,15454
2089,2,15454
1889,2,15454
2119,2,15454
2712,2,15454
2023,2,15454
2059,2,15454
1259,2,15454
1943,2,15454
2400,2,15456
2462,2,15456
291,2,15456
2319,2,15456
277,2,15456
150,2,15465
426,2,15465
2338,2,15465
1259,2,15465
1241,2,15465
440,2,15465
1997,2,15466
217,2,15466
2221,2,15466
1521,2,15466
1675,2,15466
1953,2,15466
1381,2,15471
2007,2,15471
2373,2,15471
223,2,15471
2294,2,15471
1407,2,15473
1852,2,15473
767,2,15473
2026,2,15473
1960,2,15473
1498,2,15473
261,2,15473
2578,2,15473
1949,2,15473
2192,2,15473
2194,2,15473
1586,2,15473
2579,2,15473
2297,2,15473
244,2,15473
2377,2,15473
2577,2,15473
1417,2,15473
1429,2,15473
217,2,15476
2221,2,15476
2514,2,15476
1212,2,15476
1521,2,15476
1324,2,15476
1995,2,15476
1325,2,15476
2501,2,15476
259,2,15476
1494,2,15476
199,2,15479
2292,2,15479
1273,2,15479
2149,2,15479
1968,2,15479
2494,2,15479
1704,2,15479
1368,2,15479
1570,2,15479
2817,2,15479
2141,2,15479
352,2,15479
2497,2,15479
1218,2,15479
2068,2,15479
1396,2,15479
2036,2,15479
2279,2,15479
1536,2,15479
1731,2,15479
1625,2,15479
1162,2,15479
2340,2,15479
2224,2,15479
2137,2,15479
1407,2,15481
2026,2,15481
1960,2,15481
1417,2,15481
1429,2,15481
2614,2,15483
2807,2,15483
2616,2,15483
212,2,15483
1679,2,15483
2362,2,15490
1795,2,15490
2089,2,15490
2337,2,15490
1988,2,15490
1357,2,15490
2709,2,15490
1883,2,15494
2552,2,15494
2635,2,15494
1948,2,15494
2716,2,15494
1883,2,15498
2171,2,15498
1630,2,15498
2552,2,15498
1948,2,15498
2716,2,15498
2362,2,15500
1789,2,15500
1323,2,15500
1464,2,15500
2452,2,15500
2613,2,15505
1420,2,15505
2669,2,15505
1221,2,15505
2360,2,15505
2029,2,15506
2250,2,15506
251,2,15506
1821,2,15506
269,2,15506
2530,2,15506
1883,2,15509
2171,2,15509
1886,2,15509
234,2,15509
1948,2,15509
2716,2,15509
1363,2,15510
1377,2,15510
2086,2,15510
2078,2,15510
2533,2,15510
2121,2,15510
1887,2,15511
1883,2,15511
2552,2,15511
2114,2,15511
1886,2,15511
234,2,15511
1948,2,15511
2716,2,15511
2208,2,15512
1158,2,15512
1986,2,15512
2286,2,15512
249,2,15512
2212,2,15512
2246,2,15513
2238,2,15513
1390,2,15513
2252,2,15513
2180,2,15513
2212,2,15513
1753,2,15513
1968,2,15514
1704,2,15514
2399,2,15514
2279,2,15514
1282,2,15514
1162,2,15514
2340,2,15514
1428,2,15514
1795,2,15519
2614,2,15519
2807,2,15519
2616,2,15519
2554,2,15519
212,2,15519
2392,2,15519
2341,2,15519
2396,2,15519
1988,2,15519
2119,2,15519
2712,2,15519
2023,2,15519
2535,2,15519
291,2,15519
2319,2,15519
21,2,15519
1433,2,15519
2387,2,15519
1894,2,15519
2208,2,15520
1158,2,15520
1986,2,15520
2633,2,15520
2212,2,15520
2246,2,15522
2238,2,15522
1390,2,15522
2252,2,15522
2180,2,15522
2362,2,15526
1795,2,15526
1889,2,15526
1561,2,15526
1464,2,15526
2535,2,15526
2743,2,15526
1805,2,15526
1932,2,15526
1679,2,15526
1894,2,15526
1407,2,15540
1852,2,15540
767,2,15540
2026,2,15540
1960,2,15540
1498,2,15540
261,2,15540
1949,2,15540
2192,2,15540
2579,2,15540
2297,2,15540
244,2,15540
2365,2,15540
1417,2,15540
1429,2,15540
150,2,15546
426,2,15546
2338,2,15546
1943,2,15546
1846,2,15546
1246,2,15547
1889,2,15547
1858,2,15547
150,2,15547
426,2,15547
2338,2,15547
1259,2,15547
1805,2,15547
1846,2,15547
150,2,15550
426,2,15550
1241,2,15550
440,2,15550
1846,2,15550
1889,2,15553
2213,2,15553
150,2,15553
426,2,15553
2338,2,15553
1700,2,15553
1348,2,15553
1846,2,15553
2614,2,15563
2807,2,15563
2616,2,15563
212,2,15563
2535,2,15563
1906,2,15563
2026,2,15566
1960,2,15566
1498,2,15566
261,2,15566
2579,2,15566
1930,2,15569
2492,2,15569
2351,2,15569
1892,2,15569
1811,2,15569
1470,2,15569
2664,2,15571
2107,2,15571
1908,2,15571
2663,2,15571
2008,2,15571
2451,2,15571
1354,2,15572
2664,2,15572
2107,2,15572
1908,2,15572
2451,2,15572
1407,2,15575
2026,2,15575
1960,2,15575
2578,2,15575
1586,2,15575
1429,2,15575
1889,2,15585
150,2,15585
426,2,15585
1241,2,15585
440,2,15585
2745,2,15585
2362,2,15587
1858,2,15587
150,2,15587
426,2,15587
2338,2,15587
2226,2,15596
240,2,15596
1768,2,15596
1925,2,15596
1419,2,15596
1883,2,15603
2554,2,15603
2552,2,15603
2635,2,15603
2114,2,15603
1883,2,15604
2554,2,15604
1630,2,15604
2114,2,15604
1948,2,15604
2716,2,15604
2614,2,15606
2807,2,15606
2616,2,15606
213,2,15606
1889,2,15606
2392,2,15610
1561,2,15610
1988,2,15610
1700,2,15610
1422,2,15610
1889,2,15611
150,2,15611
426,2,15611
1241,2,15611
440,2,15611
2047,2,15613
2208,2,15613
1158,2,15613
2633,2,15613
2212,2,15613
1753,2,15613
2196,2,15613
2208,2,15614
1158,2,15614
1986,2,15614
2633,2,15614
1871,2,15614
2047,2,15615
220,2,15615
2246,2,15615
2252,2,15615
1816,2,15615
1871,2,15615
2193,2,15615
1930,2,15621
1892,2,15621
1811,2,15621
1470,2,15621
2322,2,15621
1883,2,15623
2171,2,15623
1630,2,15623
1759,2,15623
1886,2,15623
234,2,15623
1936,2,15623
1246,2,15629
1889,2,15629
2213,2,15629
150,2,15629
426,2,15629
2338,2,15629
1259,2,15629
1846,2,15629
2639,2,15635
2343,2,15635
1703,2,15635
2392,2,15635
2341,2,15635
2089,2,15635
1889,2,15635
2396,2,15635
150,2,15635
426,2,15635
2338,2,15635
1171,2,15635
2339,2,15635
2023,2,15635
2535,2,15635
291,2,15635
2319,2,15635
21,2,15635
277,2,15635
2743,2,15635
1259,2,15635
1415,2,15635
2746,2,15635
1846,2,15635
150,2,15637
426,2,15637
2338,2,15637
2023,2,15637
2535,2,15637
150,2,15638
426,2,15638
2338,2,15638
1259,2,15638
1415,2,15638
2746,2,15638
2362,2,15644
1641,2,15644
1703,2,15644
1889,2,15644
2396,2,15644
150,2,15644
426,2,15644
2338,2,15644
2023,2,15644
2743,2,15644
1259,2,15644
1415,2,15644
2746,2,15644
2745,2,15644
1846,2,15644
2330,2,15644
1703,2,15645
2392,2,15645
2341,2,15645
1889,2,15645
2023,2,15645
291,2,15645
2319,2,15645
21,2,15645
1846,2,15645
1641,2,15646
2341,2,15646
1889,2,15646
2535,2,15646
21,2,15646
2743,2,15646
2392,2,15647
1889,2,15647
150,2,15647
426,2,15647
2338,2,15647
2743,2,15647
1259,2,15647
2112,2,15656
2177,2,15656
1235,2,15656
1481,2,15656
2225,2,15656
1200,2,15656
2177,2,15663
1420,2,15663
1812,2,15663
1274,2,15663
2225,2,15663
1420,2,15664
1812,2,15664
1274,2,15664
1933,2,15664
2225,2,15664
2026,2,15668
1960,2,15668
1498,2,15668
261,2,15668
2578,2,15668
1777,2,15677
2348,2,15677
1339,2,15677
1825,2,15677
2113,2,15677
1384,2,15682
1163,2,15682
2016,2,15682
1436,2,15682
2005,2,15682
1186,2,15682
1339,2,15682
1187,2,15682
1825,2,15682
2364,2,15682
2015,2,15682
1312,2,15682
2182,2,15682
258,2,15682
1522,2,15682
1783,2,15682
2113,2,15682
1163,2,15683
2016,2,15683
2348,2,15683
1436,2,15683
2005,2,15683
1186,2,15683
1187,2,15683
1825,2,15683
2182,2,15683
258,2,15683
1163,2,15685
2016,2,15685
2005,2,15685
1187,2,15685
2364,2,15685
2182,2,15685
258,2,15685
1522,2,15685
2362,2,15687
1246,2,15687
1641,2,15687
2341,2,15687
1988,2,15687
21,2,15687
2330,2,15687
2614,2,15692
2807,2,15692
2616,2,15692
213,2,15692
2059,2,15692
199,2,15701
2292,2,15701
2295,2,15701
200,2,15701
1273,2,15701
2149,2,15701
1968,2,15701
2494,2,15701
1704,2,15701
1368,2,15701
1570,2,15701
2399,2,15701
2497,2,15701
1218,2,15701
2068,2,15701
1396,2,15701
2036,2,15701
2279,2,15701
1536,2,15701
1731,2,15701
1282,2,15701
1162,2,15701
2340,2,15701
2224,2,15701
2137,2,15701
1428,2,15701
1202,2,15701
2614,2,15714
2807,2,15714
2616,2,15714
213,2,15714
212,2,15714
2341,2,15714
150,2,15714
426,2,15714
21,2,15714
1241,2,15714
440,2,15714
2362,2,15717
1795,2,15717
2639,2,15717
2343,2,15717
1889,2,15717
1858,2,15717
2396,2,15717
1646,2,15717
2119,2,15717
2712,2,15717
1910,2,15717
1424,2,15726
2290,2,15726
211,2,15726
2373,2,15726
223,2,15726
1968,2,15728
2817,2,15728
2141,2,15728
352,2,15728
1396,2,15728
2279,2,15728
1246,2,15734
150,2,15734
426,2,15734
2338,2,15734
2119,2,15734
2712,2,15734
1433,2,15734
2387,2,15734
1273,2,15741
2149,2,15741
2494,2,15741
1704,2,15741
1368,2,15741
1570,2,15741
2817,2,15741
2141,2,15741
352,2,15741
2497,2,15741
1218,2,15741
2068,2,15741
1396,2,15741
2036,2,15741
1731,2,15741
1162,2,15741
2340,2,15741
1428,2,15741
1202,2,15741
2026,2,15742
1960,2,15742
1498,2,15742
261,2,15742
2365,2,15742
1852,2,15743
767,2,15743
1949,2,15743
2297,2,15743
244,2,15743
2119,2,15748
2712,2,15748
2535,2,15748
1357,2,15748
2709,2,15748
2743,2,15748
2198,2,15748
1305,2,15748
1670,2,15748
2219,2,15751
2224,2,15751
2137,2,15751
2218,2,15751
2767,2,15751
207,2,15754
2024,2,15754
2117,2,15754
2769,2,15754
2014,2,15754
2425,2,15756
2190,2,15756
243,2,15756
2758,2,15756
2634,2,15756
1381,2,15758
1351,2,15758
1368,2,15758
1570,2,15758
2500,2,15758
1424,2,15758
2290,2,15758
211,2,15758
2894,2,15758
2373,2,15758
223,2,15758
2514,2,15759
1191,2,15759
1427,2,15759
1212,2,15759
1521,2,15759
1324,2,15759
1159,2,15764
2255,2,15764
1173,2,15764
236,2,15764
1726,2,15764
1163,2,15766
2016,2,15766
2005,2,15766
1825,2,15766
1783,2,15766
1381,2,15768
1368,2,15768
2007,2,15768
2500,2,15768
2294,2,15768
1273,2,15769
1704,2,15769
1368,2,15769
1396,2,15769
1731,2,15769
1860,2,15770
390,2,15770
2243,2,15770
1480,2,15770
1934,2,15770
1163,2,15772
2016,2,15772
2182,2,15772
258,2,15772
1783,2,15772
218,2,15774
2232,2,15774
1441,2,15774
2393,2,15774
263,2,15774
219,2,15776
2324,2,15776
2237,2,15776
262,2,15776
1763,2,15776
219,2,15777
2324,2,15777
1821,2,15777
2237,2,15777
262,2,15777
1763,2,15777
2026,2,15778
1960,2,15778
2578,2,15778
2297,2,15778
244,2,15778
2365,2,15778
2316,2,15779
2203,2,15779
239,2,15779
1165,2,15779
2038,2,15779
2373,2,15779
223,2,15779
1505,2,15779
1381,2,15780
1351,2,15780
2500,2,15780
2894,2,15780
2294,2,15780
1327,2,15782
1993,2,15782
2482,2,15782
1159,2,15782
2255,2,15782
1631,2,15783
1928,2,15783
1771,2,15783
2126,2,15783
1228,2,15783
1327,2,15794
1993,2,15794
2348,2,15794
2336,2,15794
2350,2,15794
1883,2,15795
1630,2,15795
1759,2,15795
2552,2,15795
2635,2,15795
2114,2,15795
1886,2,15795
234,2,15795
1948,2,15795
2716,2,15795
1825,2,15798
1312,2,15798
2182,2,15798
258,2,15798
239,2,15798
1165,2,15798
2038,2,15798
2204,2,15801
1493,2,15801
353,2,15801
198,2,15801
1982,2,15801
2613,2,15804
1420,2,15804
1812,2,15804
1274,2,15804
2225,2,15804
2613,2,15806
1812,2,15806
1274,2,15806
1933,2,15806
2509,2,15806
1200,2,15806
2669,2,15806
1221,2,15806
2360,2,15806
2613,2,15807
2177,2,15807
1420,2,15807
1812,2,15807
1274,2,15807
1933,2,15807
1481,2,15807
2225,2,15807
1200,2,15807
2669,2,15807
1221,2,15807
2360,2,15807
2613,2,15809
2177,2,15809
2669,2,15809
1221,2,15809
2360,2,15809
2613,2,15810
1274,2,15810
2225,2,15810
2669,2,15810
1221,2,15810
2360,2,15810
1363,2,15814
1377,2,15814
2086,2,15814
2738,2,15814
2120,2,15814
2026,2,15817
1960,2,15817
2269,2,15817
1728,2,15817
2234,2,15817
2274,2,15817
2026,2,15822
1960,2,15822
2297,2,15822
244,2,15822
1417,2,15822
2077,2,15826
1272,2,15826
2288,2,15826
1215,2,15826
1250,2,15826
1970,2,15826
1989,2,15826
1408,2,15826
252,2,15826
2741,2,15826
1432,2,15826
1506,2,15827
2290,2,15827
211,2,15827
1741,2,15827
1274,2,15827
2203,2,15827
239,2,15827
1165,2,15827
2038,2,15827
1852,2,15835
767,2,15835
2578,2,15835
1633,2,15835
2192,2,15835
2297,2,15835
244,2,15835
2365,2,15835
2577,2,15835
1163,2,15841
2016,2,15841
1312,2,15841
2182,2,15841
258,2,15841
1163,2,15842
2016,2,15842
1312,2,15842
1522,2,15842
1284,2,15842
1381,2,15843
2372,2,15843
2007,2,15843
1424,2,15843
2290,2,15843
211,2,15843
2894,2,15843
2294,2,15843
1789,2,15845
1323,2,15845
2392,2,15845
2400,2,15845
2341,2,15845
2337,2,15845
1988,2,15845
21,2,15845
1163,2,15846
2016,2,15846
2005,2,15846
239,2,15846
1165,2,15846
2038,2,15846
1363,2,15847
1377,2,15847
1913,2,15847
2086,2,15847
2078,2,15847
2738,2,15847
2533,2,15847
2121,2,15847
2120,2,15847
1905,2,15847
2077,2,15856
1272,2,15856
1215,2,15856
1425,2,15856
1970,2,15856
1989,2,15856
2366,2,15856
237,2,15856
1894,2,15856
1269,2,15856
2741,2,15856
1743,2,15857
1855,2,15857
1205,2,15857
335,2,15857
2029,2,15857
1821,2,15857
242,2,15859
2553,2,15859
1283,2,15859
241,2,15859
1289,2,15859
1479,2,15859
2614,2,15860
2807,2,15860
2616,2,15860
213,2,15860
2396,2,15860
2710,2,15864
1160,2,15864
1967,2,15864
2614,2,15864
2807,2,15864
2616,2,15864
212,2,15864
2119,2,15864
2712,2,15864
1407,2,15867
1852,2,15867
767,2,15867
2026,2,15867
1960,2,15867
2578,2,15867
1949,2,15867
2192,2,15867
1586,2,15867
2579,2,15867
2297,2,15867
244,2,15867
2365,2,15867
2377,2,15867
2577,2,15867
1417,2,15867
1930,2,15881
2492,2,15881
1892,2,15881
1811,2,15881
1470,2,15881
2322,2,15881
1327,2,15882
1993,2,15882
1742,2,15882
1159,2,15882
2255,2,15882
1953,2,15882
1522,2,15882
2664,2,15889
2097,2,15889
2107,2,15889
1908,2,15889
1903,2,15889
2451,2,15889
199,2,15891
2292,2,15891
2295,2,15891
200,2,15891
2051,2,15891
1969,2,15891
1345,2,15891
252,2,15891
1163,2,15892
2016,2,15892
2005,2,15892
1187,2,15892
1195,2,15892
2182,2,15892
258,2,15892
1783,2,15892
1852,2,15894
767,2,15894
2026,2,15894
1960,2,15894
2578,2,15894
1949,2,15894
2192,2,15894
1586,2,15894
2250,2,15895
251,2,15895
269,2,15895
2530,2,15895
270,2,15895
2005,2,15896
1186,2,15896
2182,2,15896
258,2,15896
1783,2,15896
2425,2,15900
2190,2,15900
243,2,15900
2758,2,15900
2634,2,15900
2362,2,15902
1789,2,15902
2089,2,15902
1561,2,15902
1794,2,15902
2711,2,15902
2452,2,15902
2664,2,15904
2107,2,15904
1908,2,15904
